Name;Description;RecipeCategory;Calories;FatContent;SaturatedFatContent;CholesterolContent;SodiumContent;CarbohydrateContent;FiberContent;SugarContent;ProteinContent
Apple and Marmalade Bread and Butter Pudding;Make and share this Apple and Marmalade Bread and Butter Pudding recipe from Food.com.;Dessert;361.3;6.0;2.5;80.8;273.9;72.7;4.5;45.5;9.1
Coffee Frappe;Make and share this Coffee Frappe recipe from Food.com.;Beverages;48.4;0.0;0.0;0.0;10.5;12.5;0.1;9.5;0.1
Cafe Vienna Mix;Make and share this Cafe Vienna Mix recipe from Food.com.;Beverages;25.4;0.0;0.0;0.4;12.3;5.4;0.0;4.9;0.9
Habanero Honey;"Warning, when handling habaneros, wear rubber gloves and glasses or goggles. When cooking, always cover or use the stove vent fan. 
The honey acts as a preservative, allowing you to use the peppers to cook with through the winter and the peppers prevent the honey from crystallizing.
The honey makes for a unique spread on toast or muffins.
The honey can also be used as part of a glaze for turkey, ham, or pork roast. Michael D. King. ICQ 12724999.";Very Low Carbs;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Glowing Jell-O;"Halloween Flies    Glowing Jell-O   I believe the method they used for the glow-in-the-dark Jell-o in the commercial was to put a light of some sort under a glass serving dish . The Jell-o itself  does not actually contain any glowing properties, but acts as like a stage light ""gel,"" coloring the light as it passes through.";Gelatin;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Greek Stuffed Meatloaf;Make and share this Greek Stuffed Meatloaf recipe from Food.com.;Lamb/Sheep;368.4;21.5;8.8;133.1;855.2;15.9;2.6;3.9;27.7
Garlic Rosemary Chicken;Make and share this Garlic Rosemary Chicken recipe from Food.com.;Whole Chicken;465.4;30.3;8.5;133.7;130.8;13.8;2.1;4.8;33.3
Spicy Hash Browns - Homemade;Make and share this Spicy Hash Browns - Homemade recipe from Food.com.;Breakfast;226.8;5.7;0.8;0.0;247.7;41.3;4.0;1.9;3.9
Apple Pie Cake;"This will certainly be a surprise for those looking for apple pie in this pie  pan. This cake is very easy and quick to make and is perfect to whip up  in a hurry if guests are stopping by. It is heavenly with vanilla ice  cream. (Original submitter's comments)
**Adopted Recipe**";Pie;359.1;17.4;8.0;53.8;448.3;50.0;2.4;34.1;3.6
Apple, Chicken and Mushroom Casserole;Make and share this Apple, Chicken and Mushroom Casserole recipe from Food.com.;Chicken Thigh & Leg;170.7;7.5;2.4;63.1;382.9;9.8;1.6;7.1;16.0
Apricot Basting Sauce;Make and share this Apricot Basting Sauce recipe from Food.com.;Low Protein;678.0;0.2;0.0;0.0;1226.0;171.7;1.4;147.2;1.2
Apricot Muffins;Make and share this Apricot Muffins recipe from Food.com.;Quick Breads;149.9;6.6;1.5;16.2;166.4;20.6;0.8;9.7;2.6
Low-Fat Cool Cauliflower Salad;Make and share this Low-Fat Cool Cauliflower Salad recipe from Food.com.;Cauliflower;557.5;19.1;3.6;0.0;74.2;87.8;8.9;7.8;12.3
Copycat Coffee House Whipped Cappuccino;Make and share this Copycat Coffee House Whipped Cappuccino recipe from Food.com.;Beverages;274.0;6.1;3.9;24.4;147.9;45.8;0.6;40.4;10.2
Coquilles St. Jacques Duglere;When I was looking for another recipe, I found this.  It's about 15 years since I made it.  Memories soon came back. Delish!;Weeknight;283.2;13.4;8.3;44.3;237.0;31.7;3.3;8.7;10.3
Corn and Potato Chowder;Make and share this Corn and Potato Chowder recipe from Food.com.;Chowders;314.2;10.7;4.7;24.8;493.9;50.1;4.5;7.2;10.2
Corn Chowder;Make and share this Corn Chowder recipe from Food.com.;Chowders;911.1;24.0;7.7;32.6;1717.5;164.6;17.6;23.2;23.3
Grilled Swordfish or Tuna Steaks;Make and share this Grilled Swordfish or Tuna Steaks recipe from Food.com.;Tuna;220.4;5.7;1.5;53.0;2302.5;10.6;0.7;7.0;31.4
Grilled Lamb with Lima Bean Skordalia;Make and share this Grilled Lamb with Lima Bean Skordalia recipe from Food.com.;Lamb/Sheep;390.4;28.5;4.5;4.0;65.4;27.1;6.1;1.5;8.6
Grilled Grapefruit-Marinated Shrimp;I tried this recipe -- it turned out very well! A comment though, I don't think using THREE grapefruits is completely necessary (I got by with one large grapefruit), but try the recipe for yourself. This is courtesy of MSNBC and chef Rick Moonen of midtown Manhattan's Oceana restaurant.;Citrus;1581.6;115.0;16.2;510.7;519.8;70.6;3.9;3.6;75.2
Green Mango Salad With Cilantro Vinaigrette;Make and share this Green Mango Salad With Cilantro Vinaigrette recipe from Food.com.;Fruit;92.2;0.6;0.1;0.0;146.9;22.5;2.8;18.8;2.2
Greens and Apples;Tart, sweet apples go very nicely with tangy greens. This dish is especially nice with mustard greens or kale.;Apple;91.5;2.1;0.3;0.0;31.9;19.1;1.7;16.2;0.3
Corn Dog Casserole;Make and share this Corn Dog Casserole recipe from Food.com.;Vegetable;487.7;31.9;14.1;91.2;1153.8;33.5;3.3;10.8;16.4
Apricot Pound Cake;Make and share this Apricot Pound Cake recipe from Food.com.;Dessert;2328.9;57.3;8.6;0.0;3484.5;433.6;5.8;309.4;24.2
Ginger Layer Dessert;Make and share this Ginger Layer Dessert recipe from Food.com.;Dessert;351.7;19.5;10.7;55.3;292.4;42.2;1.9;16.1;3.9
Gingerbread Yule Log;Make and share this Gingerbread Yule Log recipe from Food.com.;Dessert;287.2;16.0;9.5;107.8;202.8;32.8;0.6;18.4;4.0
Grandma's Banana Ice Cream;"Looking for a banana ice cream recipes more than any thing, ala Ben &amp; Jerry's &quot;Chunky Monkey&quot; Ice Cream?  
Hope this helps!  It's good! Peg.";Frozen Desserts;413.0;9.7;5.5;76.5;138.4;74.1;1.0;70.9;9.9
Slow-Cooker Grape Jelly Meatballs;Make and share this Slow-Cooker Grape Jelly Meatballs recipe from Food.com.;Berries;22.2;0.8;0.3;7.7;30.4;1.7;0.1;0.8;2.1
Gray Girls' Easy Chicken Fingers;"Very easy! This is a great meal to serve on those busy nights. I have four girls and they love this recipe and love to &quot;help&quot; even more!  Enjoy!";Chicken Breast;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Greek Chicken and Cucumber Sauce;Make and share this Greek Chicken and Cucumber Sauce recipe from Food.com.;Chicken Breast;297.5;16.4;2.7;83.9;1271.1;9.8;0.8;5.1;27.0
Greek Mushroom Salad;Make and share this Greek Mushroom Salad recipe from Food.com.;Greek;36.1;2.5;0.3;0.0;30.1;3.1;0.7;1.5;1.5
Greek Salad;This is quite lengthy and I have not given this out in 25 years of coveting  it so   consider yourself lucky!  LOL  Greek Salad Louis Pappas Restaurant Tarpon Springs, Florida   Potato Salad for center of salad;Lunch/Snacks;1042.6;61.9;36.5;266.0;3113.8;79.0;13.7;23.9;49.7
Green Death Tuna Sandwich;Make and share this Green Death Tuna Sandwich recipe from Food.com.;Lunch/Snacks;758.0;41.6;10.8;170.6;796.0;39.6;10.5;5.4;57.5
Baked Creamed Potatoes;Make and share this Baked Creamed Potatoes recipe from Food.com.;Potato;267.1;15.2;4.2;65.4;311.1;28.0;2.6;3.4;6.0
Grilled Bourbon Salmon;Make and share this Grilled Bourbon Salmon recipe from Food.com.;Pineapple;429.3;32.3;4.5;52.3;590.4;9.4;0.1;8.4;24.4
Grilled Chicken & Veggie Pizza;Make and share this Grilled Chicken & Veggie Pizza recipe from Food.com.;Chicken Breast;386.5;23.9;11.9;99.4;814.2;9.9;1.9;5.8;33.2
Grilled Bell Peppers;Make and share this Grilled Bell Peppers recipe from Food.com.;Peppers;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Grilled Pineapple and Bananas with Mango Sorbet;Make and share this Grilled Pineapple and Bananas with Mango Sorbet recipe from Food.com.;Frozen Desserts;243.3;0.5;0.1;0.0;10.2;63.3;5.1;47.8;2.0
Garlic Cauliflower;Make and share this Garlic Cauliflower recipe from Food.com.;Cauliflower;68.0;2.8;0.4;0.0;44.1;9.6;3.5;4.0;3.2
Garlic Greek Sauce;Make and share this Garlic Greek Sauce recipe from Food.com.;Greek;188.1;7.7;4.9;29.5;111.0;22.5;1.6;15.6;10.0
Garlic Pizza Crust;This is the best ..one of the few recipes that is mine  This started off as a  mistake, turning back and forth in a cook book We make this  every Friday night  and have pizza and movies in the living room..   Garlic Pizza Crust;Breads;1814.5;58.5;7.7;0.0;1181.7;279.7;11.5;13.6;39.0
Baked Breakfast Potatoes;Make and share this Baked Breakfast Potatoes recipe from Food.com.;Breakfast;149.3;1.6;1.0;7.1;136.2;26.7;2.1;4.9;7.4
German Potato-Cheese Soup;Make and share this German Potato-Cheese Soup recipe from Food.com.;Potato;335.8;20.6;9.7;45.8;775.8;24.2;2.7;5.6;14.3
Ginger Fried Chicken;Make and share this Ginger Fried Chicken recipe from Food.com.;Whole Chicken;2593.3;113.2;32.7;1082.5;11712.8;221.2;11.1;5.7;163.9
Gladys' Sweet Onion-Sausage Casserole;"This recipe is from the &quot;World Famous Vidalia Sweet Onion Recipes&quot; cookbook published by Dasher Brothers' Farms in Glennville, Georgia.   This recipe is marked in my book as a favorite in &quot;vidalia&quot; country..";Pork;687.3;53.9;20.2;138.6;1698.1;17.5;1.6;5.6;32.1
Golden Baked Fish;This is a topping rather than a batter.  It was  a recipe from the Savings pack in with my Taste of Home Magazine.;< 60 Mins;299.8;6.9;1.1;128.5;294.9;3.6;0.0;1.0;52.8
Baked Crabmeat;Make and share this Baked Crabmeat recipe from Food.com.;Lunch/Snacks;5.6;0.1;0.0;0.0;15.2;1.2;0.5;0.6;0.3
Grape-Nuts Pie;Make and share this Grape-Nuts Pie recipe from Food.com.;Pie;2257.0;49.9;26.8;649.6;1473.5;452.2;5.1;245.6;26.4
Greek Lentil & Olive Salad;Oil-cured olives, often available at the deli counter, add an authentic touch to this earthy salad. However, for a milder dish, you could replace the olives with diced sweet green pepper.;Lentil;1162.1;25.2;3.5;1.7;214.1;165.3;83.5;5.9;70.5
Greek Low-Fat Red Pepper Feta Dip;No mezi, or hors-d'oeuvre, platter is complete without a dip, and this simple one is intensely flavourful. Serve with pitas, flatbreads or crisp vegetables.;Cheese;501.8;33.0;22.5;133.5;1688.1;26.4;7.0;20.2;24.6
Greek Salad Dressing;The best way to make the Greek salad is prepare the lettuce, top with lots of  feta cheese, black olives and then put the dressing right over the top.  Mix together just before you are ready to sit down and eat..;Salad Dressings;485.4;54.0;7.5;0.0;875.8;0.6;0.0;0.0;0.1
Corn Dogs;Here's a good basic recipe for corn dogs. I'm looking forward to trying some of the suggestions from reviews as to adding dry mustard or other seasonings to the batter.;Lunch/Snacks;290.2;15.8;6.2;58.6;701.2;27.0;1.5;1.7;9.8
Corn Fritters;Make and share this Corn Fritters recipe from Food.com.;Corn;380.9;8.1;3.5;104.9;840.7;65.5;3.5;3.6;13.2
Fresh Crab Cocktail;Make and share this Fresh Crab Cocktail recipe from Food.com.;Crab;34.2;0.3;0.0;0.0;956.2;7.8;2.1;5.9;1.7
Bacon-Swiss Tossed Salad;Make and share this Bacon-Swiss Tossed Salad recipe from Food.com.;Free Of...;618.6;51.3;19.1;91.3;990.4;17.5;2.5;7.0;21.8
Fried Cornbread;This recipe has been in my family for several generations.  In Louisiana, we serve this with boiled cabbage, turnip greens, black-eyed peas, and butterbeans.  It is delicious, but takes practice to make it just right.;Quick Breads;611.2;6.2;0.9;0.0;3459.0;128.6;12.3;0.0;15.2
Fried Green Tomatoes;Make and share this Fried Green Tomatoes recipe from Food.com.;Vegetable;134.3;8.0;4.9;20.3;277.5;14.3;1.7;5.0;2.6
Fried Yellow Squash;Make and share this Fried Yellow Squash recipe from Food.com.;Vegetable;579.6;5.6;1.9;9.8;295.5;112.4;8.1;17.2;21.9
Frozen White Truffles;Make and share this Frozen White Truffles recipe from Food.com.;Candy;98.7;3.1;1.9;1.3;10.1;10.6;0.0;10.6;0.6
Baked Apple Slices;Make and share this Baked Apple Slices recipe from Food.com.;Dessert;292.6;12.0;7.4;30.5;104.3;50.3;6.6;40.9;0.8
Fruit Salad;Make and share this Fruit Salad recipe from Food.com.;Pineapple;234.8;14.5;6.7;31.8;132.7;25.0;1.9;18.9;3.7
Garam Masala;This is one of the spices to be added in preparing food to give it good flavour and is to be used generally in small powdered quantity to give that aroma;Asian;410.1;24.8;3.8;0.0;215.9;64.5;31.5;2.3;14.2
Garlic Meatballs in Lemon Sauce;Make and share this Garlic Meatballs in Lemon Sauce recipe from Food.com.;Meat;5069.0;496.2;204.4;1046.2;4241.4;73.1;11.1;18.2;80.6
Garlic Mushroom Sauce;Make and share this Garlic Mushroom Sauce recipe from Food.com.;< 60 Mins;120.3;6.5;4.0;16.0;741.5;4.0;0.5;1.1;1.8
Garlic Potato Balls;Make and share this Garlic Potato Balls recipe from Food.com.;Potato;208.8;6.0;3.7;15.3;87.4;35.9;5.5;2.6;3.9
German Onion Cake;It actually looks like a pie when its finished.  We would have this in Germany every fall with new wine, it was so good.;Dessert;317.2;17.5;7.8;46.8;526.5;34.4;1.6;2.0;6.0
Corn, Onion and Corn Rolls;These are tasty and go down well with visitors.  Corn, Onion and Corn Rolls  Makes about 40 small rolls.;Breads;42.7;0.8;0.3;0.9;177.3;7.5;0.4;0.7;1.4
Cornbread and Cheese Muffins;Make and share this Cornbread and Cheese Muffins recipe from Food.com.;Quick Breads;137.8;5.0;2.6;14.2;229.1;17.5;2.0;1.5;6.7
Bacon and Potato Pie;Make and share this Bacon and Potato Pie recipe from Food.com.;Breakfast;439.1;24.3;8.3;140.8;439.3;41.3;4.5;2.4;14.0
Flake-and-Fruit Squares;Make and share this Flake-and-Fruit Squares recipe from Food.com.;Bar Cookie;152.1;8.6;2.4;7.6;66.6;17.8;1.8;9.2;3.1
Four Treasure Chicken Soup;Make and share this Four Treasure Chicken Soup recipe from Food.com.;Clear Soup;831.9;20.9;5.9;72.6;6059.5;81.4;12.2;20.8;66.6
Fragrant Lamb Stew with Dried Fruits;Make and share this Fragrant Lamb Stew with Dried Fruits recipe from Food.com.;Stew;690.8;27.9;9.8;120.0;352.6;70.3;11.4;11.1;38.1
Tom's Tomato Soup French Dressing;Make and share this Tom's Tomato Soup French Dressing recipe from Food.com.;European;249.2;15.4;2.0;0.0;176.4;28.4;0.5;26.7;0.4
French Roasted Vegetable Sandwiches;Make and share this French Roasted Vegetable Sandwiches recipe from Food.com.;Lunch/Snacks;222.0;5.7;1.1;0.4;347.2;36.3;4.6;4.7;6.6
Fresh Herb Scones;Make and share this Fresh Herb Scones recipe from Food.com.;Scones;208.3;9.2;5.5;45.7;367.1;26.8;1.0;1.7;4.7
Fresh Salsa;Here is the salsa recipe I use. You can adjust the amount of jalapanos to suit your personal taste. Linda  Fresh Salsa  Fresh Salsa;Sauces;71.0;0.4;0.1;0.0;1171.5;16.6;2.9;10.5;2.0
Fried Green Tomatoes II;Make and share this Fried Green Tomatoes II recipe from Food.com.;Vegetable;28.3;0.2;0.0;0.0;16.0;6.3;1.4;4.9;1.5
Fruit and Tuna Salad;Make and share this Fruit and Tuna Salad recipe from Food.com.;Lunch/Snacks;267.3;5.0;1.4;33.9;65.8;33.9;3.1;29.8;23.7
Fried Tomatoes;Make and share this Fried Tomatoes recipe from Food.com.;Vegetable;101.9;2.6;1.5;9.1;1006.7;16.1;1.3;3.9;4.0
Fruit Salsa;Make and share this Fruit Salsa recipe from Food.com.;Sauces;53.5;0.3;0.0;0.0;73.8;13.2;2.4;9.6;0.8
Fruity Rolled Oats Drops;Make and share this Fruity Rolled Oats Drops recipe from Food.com.;Dessert;955.8;32.7;10.3;45.5;419.7;150.2;8.5;104.8;24.5
Coronation Chicken;Make and share this Coronation Chicken recipe from Food.com.;Chicken;136.4;9.1;1.2;5.1;154.8;10.5;1.0;3.9;0.7
Coronation Chicken Salad;Make and share this Coronation Chicken Salad recipe from Food.com.;Chicken;225.9;6.1;1.1;5.7;599.4;36.9;2.0;10.8;3.0
Elderberry Jelly;Make and share this Elderberry Jelly recipe from Food.com.;Jellies;591.9;0.0;0.0;0.0;11.7;155.8;0.6;150.8;0.2
Elly May's Wedding Punch;Make and share this Elly May's Wedding Punch recipe from Food.com.;Punch Beverage;210.6;0.1;0.0;0.0;11.5;53.4;0.3;50.2;0.5
Enchiladas Verdes Suizas;"For authenticity, substitute crema for the whipping cream, leave out the sugar and garlic. Instead of jack or cheddar, use one of the Mexican hard cheeses.
For the sauce, use a mild roasted tomatilla and chili sauce.";Mexican;755.9;51.2;29.9;152.0;325.8;66.5;9.6;10.3;13.6
Enchiladas with Red Sauce;Make and share this Enchiladas with Red Sauce recipe from Food.com.;Mexican;1511.8;127.7;59.9;223.7;2704.7;62.7;11.0;12.1;34.3
English Muffins;Make and share this English Muffins recipe from Food.com.;Yeast Breads;165.3;4.8;2.7;21.0;219.2;26.1;1.1;1.4;4.2
"English Pub Beef &amp; Kidney Stew in Yorkshire Pudding (Adopted";This is the sort of meal you would like to come home to on a cold winters night. It is a very rich and filling meal.;Stew;930.0;40.3;10.5;299.0;1094.5;41.8;2.8;4.2;84.9
Fabulous Oxtail;Make and share this Fabulous Oxtail recipe from Food.com.;Weeknight;472.1;19.8;5.7;15.3;573.5;49.9;3.6;31.6;3.6
Famous Barr's French Onion Soup;One of St. Louis's favorite soup recipes was recently printed in the  Post-Dispatch.  I remember going to St. Louis when I was young and my family  going into the department store's restaurant for this famous soup.  Enjoy!  Famous-Barr's French Onion Soup;Cheese;145.8;6.5;4.0;15.2;1086.0;18.4;2.9;6.1;4.6
Five Bean Salad;I am the third generation using this wonderful recipe.  It is soooo simple and delicious.  Its not overly oily like most are.  Overnight chilling time not included in preparation time.;Beans;256.2;10.1;1.3;0.0;499.3;36.7;7.2;14.9;6.6
Crispy Chicken Wings;Make and share this Crispy Chicken Wings recipe from Food.com.;Chicken;914.6;54.1;14.6;319.4;902.9;41.1;1.0;2.4;60.9
Flavored Nuts;Make and share this Flavored Nuts recipe from Food.com.;Lunch/Snacks;5291.4;489.1;46.9;0.0;2379.3;164.0;68.3;39.5;148.8
Fluffy White Frosting;Fluffy White Frosting  In top of a double boiler over simmering water, beat with an electric mixer the following:;Dessert;874.8;0.2;0.0;0.0;127.5;218.5;0.0;206.2;7.2
Freezer Apricot Jam;Make and share this Freezer Apricot Jam recipe from Food.com.;Fruit;4111.1;2.0;0.1;0.0;15.1;1055.9;10.0;1044.1;7.0
Traditional Rahmschnitzel;Make and share this Traditional Rahmschnitzel recipe from Food.com.;Free Of...;516.5;35.0;21.7;116.2;118.8;13.4;1.4;4.2;4.6
Augie Oliver's Italian Sausage;To stuff the casings, you will need a meat grinder with a sausage horn attachment. If you don't have such a device, use the mixture to make fried patties by shaping 1/4 cup of filling into a 1/2 inch thick patty and frying in hot oil until golden brown on both sides.;Pork;514.6;36.0;12.3;149.7;2355.8;1.8;1.2;0.1;43.0
Easy Garlic Chicken Breasts;This is really simple, but surprisingly good.   The chicken is somewhat garlicky and tangy because of the lime juice, but it is not too strong-tasting. It goes great with mashed potatoes and corn muffins.;Chicken Breast;387.0;30.1;4.4;75.5;138.7;3.9;0.2;0.6;25.4
Easy Cream Cheese Fruit Squares;Make and share this Easy Cream Cheese Fruit Squares recipe from Food.com.;Bar Cookie;186.6;13.6;7.4;69.0;150.6;13.6;0.1;10.9;3.1
Easy Refrigerator Lemon Cookies;"This is my adopted recipe as of Feb 2005. I made these today and found very good. A very delicate cookie. I didn't leave enough room between the cookies in the first batch and they ran into each other when baking. They still taste good. The original poster describes below where she got the recipe.

The Lemon Lovers Cookbook The Chicago Sun-Times  Peg Bailey has a passion for lemons. Having lived  all over the world, Bailey is able to cull the best national dishes  from places such as Greece, Malta,  England, and her home in Virginia for The  Lemon Lovers Cookbook. The recipes  are never overly complicated, and most  are ideal for weekday cooking. Exotic  fare such as Aegean shrimp and  caviar mousse exist peacefully with all-American staples such as  carrot cake and lemon bars.   Easy Refrigerator Lemon Cookies  These cookies are great in the summer with a  bowl of fresh fruit. Plan ahead,  though, as you have to leave the dough in  the refrigerator for several hours  before baking.";Dessert;59.3;3.1;1.9;8.1;42.1;7.5;0.1;3.4;0.5
Easy-Freezy Sorbet;Make and share this Easy-Freezy Sorbet recipe from Food.com.;Frozen Desserts;49.4;0.4;0.0;0.0;1.5;12.0;3.9;6.7;0.9
Egg Drop Soup;Make and share this Egg Drop Soup recipe from Food.com.;Clear Soup;88.4;4.6;1.4;124.0;1569.9;1.6;0.1;0.9;9.2
Egg Rolls;Make and share this Egg Rolls recipe from Food.com.;Poultry;504.5;18.3;5.1;90.6;1821.1;53.9;4.6;20.9;30.4
Empanada;Make and share this Empanada recipe from Food.com.;Savory Pies;695.5;45.3;16.4;182.3;848.6;44.6;5.9;3.5;30.4
Empanadas de Horno;Make and share this Empanadas de Horno recipe from Food.com.;Spanish;277.8;18.2;5.3;52.5;120.5;23.5;1.3;1.7;5.3
End of Summer Ratatouille;This is one of the recipes I adopted.  With proper instructions to follow, it's very tasty!  Thank goodness we can get a variety of fresh produce year round!;Free Of...;157.1;10.7;1.5;0.0;890.0;15.2;5.4;6.7;3.4
Escalope of Salmon With Chanterelles;Make and share this Escalope of Salmon With Chanterelles recipe from Food.com.;Free Of...;607.5;46.5;26.6;185.8;10411.0;12.0;2.7;1.9;36.1
Ezekiel Bread;Make and share this Ezekiel Bread recipe from Food.com.;Yeast Breads;151.4;2.9;0.4;0.0;147.3;27.4;4.3;0.9;5.9
Filet Mignon;Make and share this Filet Mignon recipe from Food.com.;Meat;703.8;54.8;22.4;174.9;126.2;3.4;0.8;1.8;47.3
Filet Mignon With Sweet-Potato Shoestrings;I've been picturing this meal and craving it for days now... finally dug up the recipe copy.  And have all the ingredients!  This may be dinner tonight...  Filet Mignon with Mushrooms;Meat;165.7;13.1;4.7;15.3;534.1;4.6;1.2;2.1;4.3
Country Brunch Skillet;Make and share this Country Brunch Skillet recipe from Food.com.;Breakfast;568.8;31.1;7.7;201.3;1118.3;57.5;5.6;3.6;14.6
Country Style Zucchini Soup;Make and share this Country Style Zucchini Soup recipe from Food.com.;Vegetable;194.2;8.1;1.6;1.5;1610.7;25.0;4.1;4.0;7.0
Curried Spinach Sauce;Make and share this Curried Spinach Sauce recipe from Food.com.;Vegetable;345.4;17.7;2.4;0.0;1441.7;43.2;15.3;13.2;14.7
100% Whole Wheat Blueberry Muffins;Make and share this 100% Whole Wheat Blueberry Muffins recipe from Food.com.;Quick Breads;184.5;6.8;1.0;1.0;141.9;29.1;2.5;14.2;4.2
Deep Dish Vegetable Pizza;Make and share this Deep Dish Vegetable Pizza recipe from Food.com.;Vegetable;1910.7;72.7;33.0;179.5;3290.4;234.5;30.7;30.2;94.0
Deviled Cauliflower;Make and share this Deviled Cauliflower recipe from Food.com.;Cauliflower;145.0;6.8;3.9;16.2;170.3;16.8;2.9;2.8;5.7
Dill Bread;Make and share this Dill Bread recipe from Food.com.;Yeast Breads;1613.0;30.9;13.1;252.2;3593.6;264.2;13.9;12.5;67.5
Dill Buttermilk Bread;Make and share this Dill Buttermilk Bread recipe from Food.com.;Quick Breads;1676.6;7.1;2.6;14.7;4902.4;348.0;10.8;56.4;51.5
Double Cabbage Salad;Make and share this Double Cabbage Salad recipe from Food.com.;Vegetable;24.1;0.8;0.1;0.0;46.0;4.0;1.5;1.8;1.0
Baba Ganouj ( Baba Ghanoush );Make and share this Baba Ganouj ( Baba Ghanoush ) recipe from Food.com.;Vegetable;1006.9;67.7;9.5;0.0;1262.0;96.7;46.6;28.6;27.3
Dutch Moorkoppen;Moorkoppen are typical Dutch. They are very good with coffee.  makes about 8 Pastry (= choux pastry);Dessert;432.2;33.0;20.1;177.1;138.0;30.5;0.3;19.9;4.9
Easy Apple Dumplings;Make and share this Easy Apple Dumplings recipe from Food.com.;Dessert;317.1;14.0;7.1;24.7;423.4;47.4;2.4;32.0;2.6
Easy Lasagna;I haven't tried this, (I don't like lasagne) but my friends that I have given it to reckon it's pretty good.;Meat;2163.4;135.6;61.4;428.0;6729.6;106.3;12.8;23.7;129.0
Easy Mushroom Stroganoff;Make and share this Easy Mushroom Stroganoff recipe from Food.com.;Vegetable;846.7;31.1;17.4;75.1;167.9;109.2;7.4;15.4;26.0
"Chicken and Yellow &amp; Zucchini Squash Casserole With Rosemary";This light and quick chicken fricassee creates a savory and wholesome dish. The ingredients can be prepared up to 2 hours in advance, then cooked with the chicken 20 to 25 minutes before serving.;Whole Chicken;839.4;74.5;19.0;156.9;162.9;11.9;2.3;5.3;31.0
Elderflower Champagne;Make and share this Elderflower Champagne recipe from Food.com.;Beverages;2681.8;0.5;0.1;0.0;123.9;695.9;4.7;683.2;1.9
Crafty Crescent Lasagna;Make and share this Crafty Crescent Lasagna recipe from Food.com.;European;771.6;51.2;20.3;153.0;1445.1;50.1;4.6;8.8;27.4
Cranberry Bread;Make and share this Cranberry Bread recipe from Food.com.;Quick Breads;266.9;8.4;1.2;21.1;385.6;44.5;2.0;22.4;4.6
Awesome Apple Bread;This bread is so moist and flavorful that my kids even eat the ends, which for most quick breads I usually have to throw away. At Christmas, I make the mini loaves and give as gifts to my neighbors. The oil can be replaced with 1 cup of unsweetened applesauce. Still flavorful but not quite as moist. If possible, don't skip the walnuts, they really add to it.;Quick Breads;2634.1;118.3;16.8;279.0;1906.5;370.8;10.3;220.2;29.3
Cucumber Salad with Spicy Wasabi Dressing;Make and share this Cucumber Salad with Spicy Wasabi Dressing recipe from Food.com.;Free Of...;55.8;2.4;0.4;0.0;4.0;8.6;1.2;4.7;1.5
Cucumbers with Lime-Chile Dressing;Make and share this Cucumbers with Lime-Chile Dressing recipe from Food.com.;Low Protein;27.0;0.2;0.1;0.0;139.0;6.5;0.9;3.0;1.1
Curried Beef Loaf;Make and share this Curried Beef Loaf recipe from Food.com.;Meat;937.3;87.7;36.2;211.8;549.6;10.4;1.7;1.7;25.4
Curried Chicken Muffins;I love savoury muffins.  Here's an unusual one I got off a lifestyle programme  called Burke's Backyard in Australia.  Curried Chicken Muffins - makes 12 - tastes good in lunch boxes;Quick Breads;244.3;13.8;2.4;52.2;48.7;22.1;1.0;2.3;7.9
Curried Crab in Endive Spears;Make and share this Curried Crab in Endive Spears recipe from Food.com.;Crab;24.8;1.0;0.2;0.6;36.8;3.6;2.7;0.4;1.1
B.c. Cherry and Raspberry Preserves;Make and share this B.c. Cherry and Raspberry Preserves recipe from Food.com.;Raspberries;950.0;2.0;0.1;0.0;2.5;241.3;20.8;215.0;5.4
Dijon Pesto Steak;Make and share this Dijon Pesto Steak recipe from Food.com.;Meat;367.0;24.3;7.6;102.0;227.2;2.7;1.2;0.7;33.7
Dill Pickle Soup;Make and share this Dill Pickle Soup recipe from Food.com.;Vegetable;1675.1;157.9;96.2;506.7;6014.1;58.6;10.5;23.1;15.8
Dinner Rolls;Make and share this Dinner Rolls recipe from Food.com.;Yeast Breads;175.2;4.4;2.4;36.2;308.3;28.3;1.0;1.7;5.0
Dried Fruit Roll-Ups;Make and share this Dried Fruit Roll-Ups recipe from Food.com.;Lunch/Snacks;215.2;0.7;0.1;0.0;0.0;54.2;3.6;50.1;2.1
Drunken Chicken Marinade;Hi, it's been a very long time since the last time I posted to r.f.r, but I couldn't resist sending this when I saw the drunken chicken thread, This is a relatively new favorite of mine I created - I like it best for hickory or mesquite grilled chicken - but I think it works well for beef too...;Weeknight;222.0;4.9;2.4;0.0;4767.7;42.4;20.7;2.1;15.4
Crawfish or Shrimp Cocktail;Make and share this Crawfish or Shrimp Cocktail recipe from Food.com.;Crawfish;169.3;3.1;1.1;4.4;1928.7;34.3;4.4;20.7;4.9
Aunt Kay's Pork Chops Casserole;Make and share this Aunt Kay's Pork Chops Casserole recipe from Food.com.;Pork;877.3;30.4;8.5;137.3;266.0;93.4;11.3;8.5;55.3
